style_id,name,gender,master_category,sub_category,article_type,component_type,color,season,usage
57021,jockey mc men black rio briefs 8033,Men,Apparel,Innerwear,Briefs,Bottom,Black,Summer,Casual
40096,adidas men blue t-shirt,Men,Apparel,Topwear,Tshirts,Top,Blue,Summer,Casual
33564,wrangler women butterfly white t-shirt,Women,Apparel,Topwear,Tshirts,Top,White,Summer,Casual
52553,pepe jeans women blue jeans,Women,Apparel,Bottomwear,Jeans,Bottom,Blue,Summer,Casual
15294,adidas originals unisex st bpack gr black backpacks,Unisex,Accessories,Bags,Backpacks,Accessories,Black,Fall,Casual
36016,otls men black leather belt,Men,Accessories,Belts,Belts,Accessories,Black,Summer,Formal
44436,gliders men grey shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Grey,Summer,Casual
20173,wrangler men dark purple shirt,Men,Apparel,Topwear,Shirts,Top,Purple,Winter,Casual
14346,nike men dunk high black sports shoes,Men,Footwear,Shoes,Sports Shoes,Footwear,Black,Fall,Sports
11406,united colors of benetton men light winter blue t-shirts,Men,Apparel,Topwear,Tshirts,Top,Blue,Fall,Casual
25633,fastrack women silver dial watch,Women,Accessories,Watches,Watches,Accessories,Blue,Winter,Casual
41376,wrangler women kelly blue top,Women,Apparel,Topwear,Tops,Top,Blue,Summer,Casual
14948,status quo men stripes maroon tshirts,Men,Apparel,Topwear,Tshirts,Top,Maroon,Fall,Casual
33756,vero moda women black top,Women,Apparel,Topwear,Tops,Top,Black,Summer,Casual
36224,nike men chukka go suede black shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Black,Summer,Casual
21293,celine dion women black frame sunglasses,Women,Accessories,Eyewear,Sunglasses,Accessories,Black,Winter,Casual
20341,proline men solid grey sweatshirt,Men,Apparel,Topwear,Sweatshirts,Top,Grey,Fall,Casual
44604,van heusen men brown wallet,Men,Accessories,Wallets,Wallets,Accessories,Brown,Summer,Formal
34573,tonga women white top,Women,Apparel,Topwear,Tops,Top,White,Summer,Casual
27958,jockey sport performance  men green trunks sp04,Men,Apparel,Innerwear,Trunk,Bottom,Green,Winter,Casual
49927,fabindia beige hand printed sari,Women,Apparel,Saree,Sarees,Top,Beige,Fall,Ethnic
16623,probase men solid brown trouser,Men,Apparel,Bottomwear,Trousers,Bottom,Brown,Fall,Casual
46153,adrika brown necklace,Women,Accessories,Jewellery,Necklace and Chains,Accessories,Brown,Winter,Ethnic
54496,lino perros women black handbag,Women,Accessories,Bags,Handbags,Accessories,Black,Summer,Casual
13351,spykar women washed black jeans,Women,Apparel,Bottomwear,Jeans,Bottom,Black,Fall,Casual
27164,mark taylor men striped blue shirt,Men,Apparel,Topwear,Shirts,Top,Blue,Summer,Formal
28910,biba women white kurta,Women,Apparel,Topwear,Kurtas,Top,White,Summer,Ethnic
43421,spykar men navy blue jeans,Men,Apparel,Bottomwear,Jeans,Bottom,Navy Blue,Summer,Casual
24385,folklore women off white printed kurta,Women,Apparel,Topwear,Kurtas,Top,Off White,Fall,Ethnic
11062,john miller men solid light maroon shirts,Men,Apparel,Topwear,Shirts,Top,Maroon,Fall,Casual
25257,lino perros women leatherette tan handbag,Women,Accessories,Bags,Handbags,Accessories,Tan,Summer,Casual
39608,catwalk women white heels,Women,Footwear,Shoes,Heels,Footwear,White,Winter,Casual
41712,catwalk women teal wedges,Women,Footwear,Shoes,Heels,Footwear,Teal,Winter,Casual
14510,mark taylor men aqua green & white striped shirt,Men,Apparel,Topwear,Shirts,Top,Green,Fall,Formal
37792,john players men gingham blue shirt,Men,Apparel,Topwear,Shirts,Top,Blue,Summer,Formal
5147,wrangler women ditsy polka red shirt,Women,Apparel,Topwear,Shirts,Top,Red,Summer,Casual
4095,classic polo men's black with white stripes t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
52305,toniq women blue beaded necklace,Women,Accessories,Jewellery,Necklace and Chains,Accessories,Blue,Winter,Casual
22072,vishudh women printed green kurta,Women,Apparel,Topwear,Kurtas,Top,Green,Fall,Ethnic
46537,timex women white dial watch,Women,Accessories,Watches,Watches,Accessories,White,Winter,Casual
7610,wrangler men chocolate canvas bag,Men,Accessories,Bags,Messenger Bag,Accessories,Brown,Summer,Casual
17395,reid & taylor men stripes brown socks,Men,Accessories,Socks,Socks,Accessories,Brown,Summer,Casual
50452,chromozome men blue & green pack of 2 briefs,Men,Apparel,Innerwear,Briefs,Bottom,Blue,Summer,Casual
43879,puma men beige terrae mid africa shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Beige,Summer,Casual
28548,nike men white t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Summer,Casual
42197,sepia women navy blue tunic,Women,Apparel,Topwear,Tunics,Top,Navy Blue,Summer,Casual
8658,fastrack unisex rectangular sunglasses ftml005glbr2,Unisex,Accessories,Eyewear,Sunglasses,Accessories,Brown,Winter,Casual
31465,nike men training blue t-shirt,Men,Apparel,Topwear,Tshirts,Top,Blue,Summer,Casual
13735,belmonte men stripes green shirts,Men,Apparel,Topwear,Shirts,Top,Green,Fall,Formal
2362,adidas black cap,Unisex,Accessories,Headwear,Caps,Accessories,Black,Summer,Sports
43045,nike men pink shorts,Men,Apparel,Bottomwear,Shorts,Bottom,Pink,Summer,Casual
46705,rasasi women bubbly gal perfume,Women,Personal Care,Fragrance,Perfume and Body Mist,Accessories,White,Spring,Casual
19801,u.s. polo assn. men solid blue tshirt,Men,Apparel,Topwear,Tshirts,Top,Blue,Fall,Casual
7422,w women mandarin neck full sleeve white top,Women,Apparel,Topwear,Tops,Top,White,Summer,Ethnic
22240,id men black casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Black,Fall,Casual
16075,belkin unisex stealth slip case black laptop bag,Unisex,Accessories,Bags,Laptop Bag,Top,Black,Fall,Casual
50660,chromozome men black lounge pants,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Bottom,Black,Summer,Sports
34325,myntra men street moving fusion red t-shirt,Men,Apparel,Topwear,Tshirts,Top,Red,Summer,Casual
3082,probase men's cartoon navy t-shirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Summer,Casual
16849,idee unisex funky eyewear green sunglasses,Unisex,Accessories,Eyewear,Sunglasses,Accessories,Green,Winter,Casual
31657,indigo nation men printed black shirt,Men,Apparel,Topwear,Shirts,Top,Black,Summer,Casual
2150,basics men yellow striped polo t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Spring,Casual
30785,fabindia men printed blue kurta,Men,Apparel,Topwear,Kurtas,Top,Blue,Summer,Ethnic
43277,murcia women lavender handbag,Women,Accessories,Bags,Handbags,Accessories,Lavender,Winter,Casual
13507,chimp men smart ass green tshirts,Men,Apparel,Topwear,Tshirts,Top,Green,Fall,Casual
27732,murcia women brown handbag,Women,Accessories,Bags,Handbags,Accessories,Brown,Winter,Casual
57445,angry birds women pink t-shirt,Women,Apparel,Topwear,Tshirts,Top,Pink,Summer,Casual
10382,united colors of benetton women grey top,Women,Apparel,Topwear,Tops,Top,Grey,Fall,Casual
33100,catwalk women blue flats,Women,Footwear,Shoes,Heels,Footwear,Blue,Winter,Casual
41520,basics men aviator sunglasses,Men,Accessories,Eyewear,Sunglasses,Accessories,Blue,Winter,Casual
11250,john miller men white striped blue shirt,Men,Apparel,Topwear,Shirts,Top,Blue,Fall,Formal
44052,boss men collector's edition perfume,Men,Personal Care,Fragrance,Perfume and Body Mist,Accessories,Silver,Spring,Casual
5375,quechua jawar 5.0 lady blue,Women,Footwear,Shoes,Sports Shoes,Footwear,Blue,Summer,Sports
20517,baggit women turnoff taj brown handbag,Women,Accessories,Bags,Handbags,Accessories,Brown,Winter,Casual
14722,scullers for her women casual shirt black shirts,Women,Apparel,Topwear,Shirts,Top,Black,Fall,Casual
52137,femella women black polo t-shirt,Women,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
36472,aurelia women dobby green kurta,Women,Apparel,Topwear,Kurtas,Top,Green,Summer,Ethnic
25859,american tourister unisex speedair black small laptop bag,Unisex,Accessories,Bags,Laptop Bag,Top,Black,Winter,Casual
16088,m tv men my fab eyewear black sunglasses,Men,Accessories,Eyewear,Sunglasses,Accessories,Black,Winter,Casual
3843,crocs women lady gold sandal,Women,Footwear,Shoes,Flats,Footwear,Gold,Summer,Casual
29655,indigo nation men grey striped shirt,Men,Apparel,Topwear,Shirts,Top,Grey,Summer,Formal
48662,lucera women silver earrings,Women,Accessories,Jewellery,Earrings,Accessories,Silver,Summer,Casual
17966,puma women sasha white casual shoe,Women,Footwear,Shoes,Casual Shoes,Footwear,White,Fall,Casual
30778,fabindia men khadi green kurta,Men,Apparel,Topwear,Kurtas,Top,Green,Summer,Ethnic
9545,nike men grey t-shirt,Men,Apparel,Topwear,Tshirts,Top,Grey,Summer,Sports
12428,timberland men casual brown casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Brown,Fall,Casual
8497,forever new women cameo skirt cream skirts,Women,Apparel,Bottomwear,Skirts,Bottom,Cream,Fall,Casual
45941,mumbai slang women black top,Women,Apparel,Topwear,Tops,Top,Black,Summer,Casual
25098,lino perros men leather dark brown wallet,Men,Accessories,Wallets,Wallets,Accessories,Brown,Winter,Casual
44893,puma men grey honeycomb polo t-shirt,Men,Apparel,Topwear,Tshirts,Top,Grey,Summer,Casual
53824,ayaanay_women_new_2013_tunics_size_chart.jpg,Women,Apparel,Topwear,Tunics,Top,Black,Fall,Casual
1728,newfeel unisex green sports shoes,Unisex,Footwear,Shoes,Sports Shoes,Footwear,Green,Fall,Sports
21438,roxy women mellow beanie blue cap,Women,Accessories,Headwear,Caps,Accessories,Blue,Winter,Casual
59522,lucera silver earrings,Women,Accessories,Jewellery,Earrings,Accessories,Silver,Summer,Casual
32813,ipanema women ritmos purple flats,Women,Footwear,Shoes,Heels,Footwear,Purple,Winter,Casual
5388,kalenji kapteren tr grey blue 2010,Men,Footwear,Shoes,Sports Shoes,Footwear,Blue,Summer,Sports
24976,united colors of benetton women peach top,Women,Apparel,Topwear,Tops,Top,Peach,Summer,Casual
4854,newfeel unisex white,Unisex,Footwear,Shoes,Casual Shoes,Footwear,White,Winter,Casual
5986,locomotive men black pink checked shirt,Men,Apparel,Topwear,Shirts,Top,Black,Summer,Casual
24378,folklore women red  kurta,Women,Apparel,Topwear,Kurtas,Top,Red,Fall,Ethnic
4068,crocs men's tideline canvas khaki shoe,Men,Footwear,Shoes,Casual Shoes,Footwear,Brown,Summer,Casual
59710,avirate orange brief,Women,Apparel,Innerwear,Briefs,Bottom,Orange,Summer,Casual
47418,baggit women beige handbag,Women,Accessories,Bags,Handbags,Accessories,Beige,Summer,Casual
43884,puma men grey street jump shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Grey,Summer,Casual
29467,giordano men silver dial watch,Men,Accessories,Watches,Watches,Accessories,Silver,Winter,Casual
42956,french connection men navy blue & white belt,Men,Accessories,Belts,Belts,Accessories,Navy Blue,Summer,Casual
35038,fabindia women printed pink kurta,Women,Apparel,Topwear,Kurtas,Top,Pink,Summer,Ethnic
18320,wills lifestyle men check green shirt,Men,Apparel,Topwear,Shirts,Top,Green,Summer,Casual
48450,french connection men grey t-shirt,Men,Apparel,Topwear,Tshirts,Top,Grey,Summer,Casual
23961,provogue men printed white shirt,Men,Apparel,Topwear,Shirts,Top,White,Fall,Casual
9777,adidas men cress 3spespt black track pants,Men,Apparel,Bottomwear,Track Pants,Bottom,Black,Fall,Casual
49582,catwalk women gold flats,Women,Footwear,Shoes,Heels,Footwear,Gold,Winter,Casual
39291,red chief men khaki shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Khaki,Winter,Casual
15867,warner bros kids unisex sd silly shoe silver casual shoes,Unisex,Footwear,Shoes,Casual Shoes,Footwear,Silver,Fall,Casual
1942,puma mens reggae all night white t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Fall,Casual
59374,vishudh women green printed kurta,Women,Apparel,Topwear,Kurtas,Top,Green,Summer,Ethnic
29003,cabarelli men black backpack,Men,Accessories,Bags,Backpacks,Accessories,Black,Summer,Casual
7289,mickey men's goofy's running royal blue t-shirt,Men,Apparel,Topwear,Tshirts,Top,Blue,Fall,Casual
26877,jealous 21 women printed pink top,Women,Apparel,Topwear,Tops,Top,Pink,Summer,Casual
23539,classic polo men white sweatshirt,Men,Apparel,Topwear,Sweatshirts,Top,White,Fall,Casual
30912,fabindia women blue solid kurti,Women,Apparel,Topwear,Kurtis,Top,Blue,Summer,Ethnic
3629,puma unisex tropi cat graphic white yellow flip flop,Unisex,Footwear,Flip Flops,Flip Flops,Footwear,White,Summer,Casual
19696,united colors of benetton men solid grey shirt,Men,Apparel,Topwear,Shirts,Top,Grey,Fall,Casual
46992,shree women multi coloured kurta,Women,Apparel,Topwear,Kurtas,Top,Multi,Summer,Ethnic
27199,doodle kids girl printed grey skirt,Women,Apparel,Bottomwear,Skirts,Bottom,Grey,Summer,Casual
18744,arrow woman cameron blue shirt,Women,Apparel,Topwear,Shirts,Top,Blue,Fall,Casual
12870,lee cooper mencasual black shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Black,Spring,Casual
29231,puma women black grace flats,Women,Footwear,Shoes,Flats,Footwear,Black,Summer,Casual
6169,adidas women's printed upper blue flip flop,Women,Footwear,Flip Flops,Flip Flops,Footwear,Blue,Summer,Casual
7887,proline men blue track pants,Men,Apparel,Bottomwear,Track Pants,Bottom,Blue,Fall,Casual
26279,proline men grey polo t-shirt,Men,Apparel,Topwear,Tshirts,Top,Grey,Summer,Casual
48206,united colors of benetton men black sunglasses,Men,Accessories,Eyewear,Sunglasses,Accessories,Black,Winter,Casual
9121,puma men yacht l brown casual shoes,Men,Footwear,Shoes,Sports Shoes,Footwear,Brown,Summer,Casual
18576,puma men riddim red tshirt,Men,Apparel,Topwear,Tshirts,Top,Red,Fall,Casual
54659,fastrack women red dial watch,Women,Accessories,Watches,Watches,Accessories,Black,Winter,Casual
37905,24 unisex gold perfume,Unisex,Personal Care,Fragrance,Perfume and Body Mist,Accessories,Gold,Spring,Casual
38171,miami blues women brown sunglasses,Women,Accessories,Eyewear,Sunglasses,Accessories,Brown,Winter,Casual
37139,wills lifestyle men pink check shirt,Men,Apparel,Topwear,Shirts,Top,Pink,Summer,Formal
59146,tiptopp women black sandals,Women,Footwear,Shoes,Heels,Footwear,Black,Fall,Casual
15269,adidas originals women concord round pink casual shoes,Women,Footwear,Shoes,Casual Shoes,Footwear,Pink,Fall,Casual
56932,hm women metallic flats,Women,Footwear,Shoes,Heels,Footwear,Metallic,Winter,Casual
14941,status quo men solid white shorts,Men,Apparel,Bottomwear,Shorts,Bottom,White,Fall,Casual
39265,red chief men brown formal shoes,Men,Footwear,Shoes,Formal Shoes,Footwear,Brown,Winter,Formal
58252,baggit women olive wallet,Women,Accessories,Wallets,Wallets,Accessories,Olive,Summer,Casual
20348,scullers for her women solid purple tunic,Women,Apparel,Topwear,Tunics,Top,Purple,Fall,Casual
59380,vishudh women blue printed kurta,Women,Apparel,Topwear,Kurtas,Top,Blue,Summer,Ethnic
52768,fiorelli women black leather handbag,Women,Accessories,Bags,Handbags,Accessories,Black,Fall,Casual
31834,titan men white dial watch,Men,Accessories,Watches,Watches,Accessories,Silver,Winter,Casual
26883,jealous 21 women printed green t-shirt,Women,Apparel,Topwear,Tshirts,Top,Green,Summer,Casual
27951,jockey sp-iw men black briefs sp01,Men,Apparel,Innerwear,Briefs,Bottom,Black,Summer,Casual
28125,jockey modern classic men black brief 8035,Men,Apparel,Innerwear,Briefs,Bottom,Black,Summer,Casual
8235,fastrack women black handbag,Women,Accessories,Bags,Handbags,Accessories,Black,Winter,Casual
19662,united colors of benetton men printed blue sweatshirt,Men,Apparel,Topwear,Sweatshirts,Top,Blue,Fall,Casual
46966,bulchee women brown handbag,Women,Accessories,Bags,Handbags,Accessories,Brown,Summer,Casual
13358,timberland women femmes brown casual shoes,Women,Footwear,Shoes,Casual Shoes,Footwear,Brown,Fall,Casual
12884,spykar men helmet grey t-shirts,Men,Apparel,Topwear,Tshirts,Top,Grey,Fall,Casual
16418,levi's men stripes white tshirts,Men,Apparel,Topwear,Tshirts,Top,White,Fall,Casual
28317,red tape men black formal shoes,Men,Footwear,Shoes,Formal Shoes,Footwear,Black,Winter,Formal
13956,united colors of benetton women solid white tops,Women,Apparel,Topwear,Tops,Top,White,Summer,Casual
34748,puma women soleil cat black shoes,Women,Footwear,Shoes,Casual Shoes,Footwear,Black,Summer,Casual
19450,quiksilver men black t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
7873,proline men multicoloured striped polo t-shirt,Men,Apparel,Topwear,Tshirts,Top,Multi,Fall,Casual
18582,puma women pack of 2 socks,Women,Accessories,Socks,Socks,Accessories,Black,Summer,Casual
57028,forever new women red top,Women,Apparel,Topwear,Tops,Top,Red,Summer,Casual
38185,miami blues women sunglasses,Women,Accessories,Eyewear,Sunglasses,Accessories,Gold,Winter,Casual
20946,adidas men checks blue flip flops,Men,Footwear,Flip Flops,Flip Flops,Footwear,Blue,Fall,Casual
21894,biba women sequin purple kurta,Women,Apparel,Topwear,Kurtas,Top,Purple,Fall,Ethnic
5718,basics men blue t-shirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Summer,Casual
58060,rreverie sea green earrings,Women,Accessories,Jewellery,Earrings,Accessories,Sea Green,Fall,Casual
28773,aurelia women printed green kurti,Women,Apparel,Topwear,Kurtis,Top,Green,Summer,Ethnic
2965,puma men's excurse white spectrum blue shoe,Men,Footwear,Shoes,Casual Shoes,Footwear,White,Fall,Casual
50669,chromozome men assorted checked pyjamas s-5264,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Bottom,Multi,Summer,Casual
22249,id men blue casual sandals,Men,Footwear,Sandal,Sandals,Footwear,Blue,Fall,Casual
2159,basics men green polo t-shirt,Men,Apparel,Topwear,Tshirts,Top,Green,Spring,Casual
17992,puma women essential skinny black track pant,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Bottom,Black,Summer,Sports
19034,catwalk women comfort blue flats,Women,Footwear,Shoes,Heels,Footwear,Blue,Winter,Casual
8463,jealous 21 women jealous paiva pink tops,Women,Apparel,Topwear,Tops,Top,Pink,Fall,Casual
16840,idee women funky eyewear maroon sunglasses,Women,Accessories,Eyewear,Sunglasses,Accessories,Maroon,Winter,Casual
49744,park avenue men blue tie,Men,Accessories,Ties,Ties,Accessories,Blue,Summer,Casual
41529,basics men brown belt,Men,Accessories,Belts,Belts,Accessories,Brown,Summer,Casual
52902,fnf blue printed sari,Women,Apparel,Saree,Sarees,Top,Blue,Fall,Ethnic
11259,adidas men nba celtics black caps,Men,Accessories,Headwear,Caps,Accessories,Black,Fall,Casual
44867,puma men green graphic story t-shirt,Men,Apparel,Topwear,Tshirts,Top,Green,Summer,Casual
33109,catwalk women pink wedges,Women,Footwear,Shoes,Heels,Footwear,Pink,Winter,Casual
45189,casio enticer women black dial analogue watch a638,Women,Accessories,Watches,Watches,Accessories,Black,Winter,Casual
25850,diva women printed red kurti,Women,Apparel,Topwear,Kurtis,Top,Red,Summer,Ethnic
33935,adidas men polo turquoise blue t-shirt,Men,Apparel,Topwear,Tshirts,Top,Turquoise Blue,Summer,Casual
39601,catwalk women black heels,Women,Footwear,Shoes,Heels,Footwear,Black,Winter,Casual
5972,highlander men red black checked shirts,Men,Apparel,Topwear,Shirts,Top,Red,Summer,Casual
11857,playboy men casual white slippers,Men,Footwear,Flip Flops,Flip Flops,Footwear,White,Fall,Casual
36649,paridhan women turquoise blue lace coin pouch wallet,Women,Accessories,Wallets,Wallets,Accessories,Turquoise Blue,Summer,Casual
14519,mark taylor men white & teal blue striped shirt,Men,Apparel,Topwear,Shirts,Top,White,Fall,Formal
58636,fila men dark blue ankle socks,Men,Accessories,Socks,Socks,Accessories,Blue,Fall,Casual
44269,hidekraft men black wallet,Men,Accessories,Wallets,Wallets,Accessories,Black,Summer,Formal
28541,nike men running grey t-shirt,Men,Apparel,Topwear,Tshirts,Top,Grey,Summer,Sports
43870,royal diadem white earrings,Women,Accessories,Jewellery,Earrings,Accessories,White,Summer,Casual
29493,giordano women chronograph white dial watch,Women,Accessories,Watches,Watches,Accessories,White,Winter,Casual
7619,wrangler men light blue canvas cap,Men,Accessories,Headwear,Caps,Accessories,Blue,Summer,Casual
34922,fabindia grey dupatta,Women,Apparel,Topwear,Dupatta,Top,Grey,Summer,Ethnic
9783,adidas men bnce hop white tshirts,Men,Apparel,Topwear,Tshirts,Top,White,Fall,Casual
8651,fastrack unisex summer sunglasses,Unisex,Accessories,Eyewear,Sunglasses,Accessories,Black,Winter,Casual
49576,catwalk women red  flats,Women,Footwear,Shoes,Heels,Footwear,Beige,Winter,Casual
22847,woodland men camel casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Brown,Summer,Casual
19206,united colors of benetton men black cap,Men,Accessories,Headwear,Caps,Accessories,Black,Summer,Casual
24511,mother earth women pink printed kurta,Women,Apparel,Topwear,Kurtas,Top,Pink,Fall,Ethnic
10724,murcia women black black handbags,Women,Accessories,Bags,Handbags,Accessories,Black,Winter,Casual
58897,hakashi men black silk tie,Men,Accessories,Ties,Ties,Accessories,Black,Summer,Casual
59945,vans men blue casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Blue,Summer,Casual
14384,catwalk women casual blue flats,Women,Footwear,Shoes,Heels,Footwear,Blue,Winter,Casual
15256,adidas originals women midiru lite black casual shoes,Women,Footwear,Shoes,Casual Shoes,Footwear,Black,Fall,Casual
21063,clarks men gofor action brown casual shoe,Men,Footwear,Shoes,Casual Shoes,Footwear,Brown,Summer,Casual
7084,wildcraft unisex olive green backpack,Unisex,Accessories,Bags,Backpacks,Accessories,Olive,Winter,Casual
35651,u.s. polo assn. men brown formal shoes,Men,Footwear,Shoes,Formal Shoes,Footwear,Brown,Summer,Formal
17501,classic polo men stripes grey polo t-shirt,Men,Apparel,Topwear,Tshirts,Top,Grey,Fall,Casual
9922,puma women ferrari ls shopper white handbags,Women,Accessories,Bags,Handbags,Accessories,White,Fall,Casual
23734,ray-ban women high street brown sunglasses,Women,Accessories,Eyewear,Sunglasses,Accessories,Brown,Winter,Casual
6156,lee men's sheild black t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
47271,fcuk underwear green printed boxers,Men,Apparel,Innerwear,Boxers,Bottom,Green,Summer,Casual
26246,proline men green polo tshirt,Men,Apparel,Topwear,Tshirts,Top,Green,Summer,Casual
12073,w women printed black kurtas,Women,Apparel,Topwear,Kurtas,Top,Black,Fall,Ethnic
42703,rocia women black & white sandals,Women,Footwear,Shoes,Flats,Footwear,Black,Winter,Casual
3424,myntra men's all or nothing at all t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
30323,myntra men ava black t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
18549,catwalk women  purple casual shoes,Women,Footwear,Shoes,Flats,Footwear,Purple,Winter,Casual
54666,fastrack men blue dial  watch,Men,Accessories,Watches,Watches,Accessories,Steel,Winter,Casual
26848,calvin klein unisex one perfume,Unisex,Personal Care,Fragrance,Perfume and Body Mist,Accessories,Cream,Spring,Casual
35463,franco leone men grey shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Grey,Fall,Casual
47043,shree women orange & pink jodhpuri salwar,Women,Apparel,Bottomwear,Salwar,Top,Orange,Summer,Ethnic
17733,puma men mm iii navy blue slipper,Men,Footwear,Sandal,Sandals,Footwear,Navy Blue,Summer,Casual
42531,mother earth women white kurti,Women,Apparel,Topwear,Kurtis,Top,White,Summer,Ethnic
29800,basics men black & navy checked shirt,Men,Apparel,Topwear,Shirts,Top,Black,Summer,Casual
3616,puma men deccan chargers woven black shirt,Men,Apparel,Topwear,Shirts,Top,Black,Summer,Casual
12241,genesis men stripes white shirts,Men,Apparel,Topwear,Shirts,Top,White,Fall,Formal
13393,united colors of benetton men check green shirts,Men,Apparel,Topwear,Shirts,Top,Green,Summer,Casual
30111,flying machine men check green & brown shirt,Men,Apparel,Topwear,Shirts,Top,Green,Summer,Casual
40266,scullers men navy blue striped t-shirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Summer,Casual
56303,biara women rose briefs,Women,Apparel,Innerwear,Briefs,Bottom,Rose,Winter,Casual
15858,warner bros kids unisex lt blug clog green sandals,Unisex,Footwear,Sandal,Sandals,Footwear,Green,Fall,Casual
20383,spykar men solid white sweater,Men,Apparel,Topwear,Sweaters,Top,White,Fall,Casual
58299,jockey lcescbra men pack of 3 socks 2004,Men,Accessories,Socks,Socks,Accessories,Black,Summer,Sports
53671,kiara women orange handbag,Women,Accessories,Bags,Handbags,Accessories,Orange,Summer,Casual
37334,dkny women white dial watch ny8500,Women,Accessories,Watches,Watches,Accessories,White,Winter,Casual
4433,wrangler men's hiker striper polo white navy t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Summer,Casual
15064,franco leone men brown formal shoes,Men,Footwear,Shoes,Formal Shoes,Footwear,Brown,Summer,Formal
21251,skybags unisex red duffle bag,Unisex,Accessories,Bags,Duffel Bag,Accessories,Red,Fall,Casual
6700,nike men's nsw clsc white blue socks,Men,Accessories,Socks,Socks,Accessories,White,Summer,Sports
47427,baggit women purple auxi lally wallet,Women,Accessories,Wallets,Wallets,Accessories,Purple,Summer,Casual
50490,chromozome men grey trunks,Men,Apparel,Innerwear,Trunk,Bottom,Grey Melange,Winter,Casual
23162,mark taylor men navy blue printed t-shirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Fall,Casual
42969,amante brown & green swimsuit wcsd03,Women,Apparel,Bottomwear,Swimwear,Bottom,Brown,Summer,Casual
51542,fastrack men white dial watch,Men,Accessories,Watches,Watches,Accessories,White,Winter,Casual
16285,peter england men printed blue tshirt,Men,Apparel,Topwear,Tshirts,Top,Blue,Fall,Casual
35007,fabindia women printed rust stole,Women,Accessories,Stoles,Stoles,Accessories,Rust,Summer,Ethnic
30575,opium men aviator blue sunglass,Men,Accessories,Eyewear,Sunglasses,Accessories,Blue,Winter,Casual
9748,indian terrain men navy blue shirts,Men,Apparel,Topwear,Shirts,Top,Navy Blue,Fall,Casual
3272,guerrilla men's god's sent white t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Summer,Casual
12625,probase men printed orange tshirts,Men,Apparel,Topwear,Tshirts,Top,Orange,Fall,Casual
25295,lino perros women sporty purple handbag,Women,Accessories,Bags,Handbags,Accessories,Purple,Summer,Casual
32222,fabindia women striped green kurta,Women,Apparel,Topwear,Kurtas,Top,Green,Summer,Ethnic
40602,span women green kurta,Women,Apparel,Topwear,Kurtas,Top,Green,Summer,Ethnic
1525,puma deck navy blue backpack,Unisex,Accessories,Bags,Backpacks,Accessories,Navy Blue,Fall,Casual
24347,adidas women green t-shirt,Women,Apparel,Topwear,Tshirts,Top,Green,Fall,Casual
10172,united colors of benetton men iceland grey casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Grey,Fall,Casual
4057,myntra men's nobody says no to me white t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Summer,Casual
45370,cobblerz women brown sandals,Women,Footwear,Shoes,Heels,Footwear,Brown,Summer,Casual
15400,fila men fila runner white sports shoes,Men,Footwear,Shoes,Sports Shoes,Footwear,White,Fall,Sports
53215,mark taylor men pink shirt,Men,Apparel,Topwear,Shirts,Top,Pink,Summer,Formal
5185,dark knight men's crew black t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
37750,john players men blue check shirt,Men,Apparel,Topwear,Shirts,Top,Blue,Summer,Casual
32010,playboy men orange & black socks,Men,Accessories,Socks,Socks,Accessories,Orange,Summer,Casual
11292,wrangler men blue millard jeans,Men,Apparel,Bottomwear,Jeans,Bottom,Blue,Summer,Casual
